id,question,answer,category,manufacturer
FC-0544,"Hvordan forklarer du kunden hvorfor engine type, engine number og rating trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,MAN
FC-0545,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Scania
FC-0546,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Yanmar
FC-0547,Hva må verifiseres før serviceintervall oppgis for Caterpillar (CAT)?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i SIS / Parts Manual.",kjølesystem,Caterpillar (CAT)
FC-0548,Hva gjør du hvis kunden bare oppgir Volvo Penta og modellnavn?,"Be om Engine Type, Serial Number og Product Number, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Volvo Penta
FC-0549,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Mitsubishi
FC-0550,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Cummins
FC-0551,Hvilke identifikasjonsdata er viktigst for MAN?,"Kontroller engine type, engine number og rating og verifiser opplysningene i MAN service documentation.",kjølesystem,MAN
FC-0552,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Scania
FC-0553,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Yanmar
FC-0554,"Hvordan forklarer du kunden hvorfor ESN, Serial Number Prefix og Arrangement Number trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Caterpillar (CAT)
FC-0555,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Volvo Penta
FC-0556,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Mitsubishi
FC-0557,Hva må verifiseres før serviceintervall oppgis for Cummins?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i QuickServe / BOM.",kjølesystem,Cummins
FC-0558,Hva gjør du hvis kunden bare oppgir MAN og modellnavn?,"Be om engine type, engine number og rating, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,MAN
FC-0559,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Scania
FC-0560,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Yanmar
FC-0561,Hvilke identifikasjonsdata er viktigst for Caterpillar (CAT)?,"Kontroller ESN, Serial Number Prefix og Arrangement Number og verifiser opplysningene i SIS / Parts Manual.",kjølesystem,Caterpillar (CAT)
FC-0562,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Volvo Penta
FC-0563,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Mitsubishi
FC-0564,"Hvordan forklarer du kunden hvorfor ESN, CPL og dataplate trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Cummins
FC-0565,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,MAN
FC-0566,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Scania
FC-0567,Hva må verifiseres før serviceintervall oppgis for Yanmar?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Yanmar parts documentation.",kjølesystem,Yanmar
FC-0568,Hva gjør du hvis kunden bare oppgir Caterpillar (CAT) og modellnavn?,"Be om ESN, Serial Number Prefix og Arrangement Number, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Caterpillar (CAT)
FC-0569,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Volvo Penta
FC-0570,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Mitsubishi
FC-0571,Hvilke identifikasjonsdata er viktigst for Cummins?,"Kontroller ESN, CPL og dataplate og verifiser opplysningene i QuickServe / BOM.",kjølesystem,Cummins
FC-0572,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,MAN
FC-0573,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Scania
FC-0574,"Hvordan forklarer du kunden hvorfor model code, serial number og marine gear/saildrive trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Yanmar
FC-0575,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Caterpillar (CAT)
FC-0576,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Volvo Penta
FC-0577,Hva må verifiseres før serviceintervall oppgis for Mitsubishi?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Mitsubishi/mariniseringsdokumentasjon.",kjølesystem,Mitsubishi
FC-0578,Hva gjør du hvis kunden bare oppgir Cummins og modellnavn?,"Be om ESN, CPL og dataplate, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Cummins
FC-0579,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,MAN
FC-0580,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Scania
FC-0581,Hvilke identifikasjonsdata er viktigst for Yanmar?,"Kontroller model code, serial number og marine gear/saildrive og verifiser opplysningene i Yanmar parts documentation.",kjølesystem,Yanmar
FC-0582,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Caterpillar (CAT)
FC-0583,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Volvo Penta
FC-0584,"Hvordan forklarer du kunden hvorfor engine model, serial number og mariniseringsleverandør trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Mitsubishi
FC-0585,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Cummins
FC-0586,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,MAN
FC-0587,Hva må verifiseres før serviceintervall oppgis for Scania?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Scania parts catalogue.",kjølesystem,Scania
FC-0588,Hva gjør du hvis kunden bare oppgir Yanmar og modellnavn?,"Be om model code, serial number og marine gear/saildrive, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Yanmar
FC-0589,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Caterpillar (CAT)
FC-0590,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Volvo Penta
FC-0591,Hvilke identifikasjonsdata er viktigst for Mitsubishi?,"Kontroller engine model, serial number og mariniseringsleverandør og verifiser opplysningene i Mitsubishi/mariniseringsdokumentasjon.",kjølesystem,Mitsubishi
FC-0592,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Cummins
FC-0593,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,MAN
FC-0594,"Hvordan forklarer du kunden hvorfor engine number, application og rating trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Scania
FC-0595,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Yanmar
FC-0596,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Caterpillar (CAT)
FC-0597,Hva må verifiseres før serviceintervall oppgis for Volvo Penta?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Volvo Penta parts documentation.",kjølesystem,Volvo Penta
FC-0598,Hva gjør du hvis kunden bare oppgir Mitsubishi og modellnavn?,"Be om engine model, serial number og mariniseringsleverandør, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Mitsubishi
FC-0599,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Cummins
FC-0600,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,MAN
FC-0601,Hvilke identifikasjonsdata er viktigst for Scania?,"Kontroller engine number, application og rating og verifiser opplysningene i Scania parts catalogue.",kjølesystem,Scania
FC-0602,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Yanmar
FC-0603,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Caterpillar (CAT)
FC-0604,"Hvordan forklarer du kunden hvorfor Engine Type, Serial Number og Product Number trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Volvo Penta
FC-0605,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Mitsubishi
FC-0606,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Cummins
FC-0607,Hva må verifiseres før serviceintervall oppgis for MAN?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i MAN service documentation.",kjølesystem,MAN
FC-0608,Hva gjør du hvis kunden bare oppgir Scania og modellnavn?,"Be om engine number, application og rating, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Scania
FC-0609,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Yanmar
FC-0610,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Caterpillar (CAT)
FC-0611,Hvilke identifikasjonsdata er viktigst for Volvo Penta?,"Kontroller Engine Type, Serial Number og Product Number og verifiser opplysningene i Volvo Penta parts documentation.",kjølesystem,Volvo Penta
FC-0612,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Mitsubishi
FC-0613,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Cummins
FC-0614,"Hvordan forklarer du kunden hvorfor engine type, engine number og rating trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,MAN
FC-0615,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Scania
FC-0616,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Yanmar
FC-0617,Hva må verifiseres før serviceintervall oppgis for Caterpillar (CAT)?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i SIS / Parts Manual.",kjølesystem,Caterpillar (CAT)
FC-0618,Hva gjør du hvis kunden bare oppgir Volvo Penta og modellnavn?,"Be om Engine Type, Serial Number og Product Number, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Volvo Penta
FC-0619,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Mitsubishi
FC-0620,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Cummins
FC-0621,Hvilke identifikasjonsdata er viktigst for MAN?,"Kontroller engine type, engine number og rating og verifiser opplysningene i MAN service documentation.",kjølesystem,MAN
FC-0622,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Scania
FC-0623,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Yanmar
FC-0624,"Hvordan forklarer du kunden hvorfor ESN, Serial Number Prefix og Arrangement Number trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Caterpillar (CAT)
FC-0625,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Volvo Penta
FC-0626,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Mitsubishi
FC-0627,Hva må verifiseres før serviceintervall oppgis for Cummins?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i QuickServe / BOM.",kjølesystem,Cummins
FC-0628,Hva gjør du hvis kunden bare oppgir MAN og modellnavn?,"Be om engine type, engine number og rating, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,MAN
FC-0629,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Scania
FC-0630,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Yanmar
FC-0631,Hvilke identifikasjonsdata er viktigst for Caterpillar (CAT)?,"Kontroller ESN, Serial Number Prefix og Arrangement Number og verifiser opplysningene i SIS / Parts Manual.",kjølesystem,Caterpillar (CAT)
FC-0632,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Volvo Penta
FC-0633,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Mitsubishi
FC-0634,"Hvordan forklarer du kunden hvorfor ESN, CPL og dataplate trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Cummins
FC-0635,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,MAN
FC-0636,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Scania
FC-0637,Hva må verifiseres før serviceintervall oppgis for Yanmar?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Yanmar parts documentation.",kjølesystem,Yanmar
FC-0638,Hva gjør du hvis kunden bare oppgir Caterpillar (CAT) og modellnavn?,"Be om ESN, Serial Number Prefix og Arrangement Number, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Caterpillar (CAT)
FC-0639,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Volvo Penta
FC-0640,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Mitsubishi
FC-0641,Hvilke identifikasjonsdata er viktigst for Cummins?,"Kontroller ESN, CPL og dataplate og verifiser opplysningene i QuickServe / BOM.",kjølesystem,Cummins
FC-0642,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,MAN
FC-0643,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Scania
FC-0644,"Hvordan forklarer du kunden hvorfor model code, serial number og marine gear/saildrive trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Yanmar
FC-0645,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Caterpillar (CAT)
FC-0646,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Volvo Penta
FC-0647,Hva må verifiseres før serviceintervall oppgis for Mitsubishi?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Mitsubishi/mariniseringsdokumentasjon.",kjølesystem,Mitsubishi
FC-0648,Hva gjør du hvis kunden bare oppgir Cummins og modellnavn?,"Be om ESN, CPL og dataplate, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Cummins
FC-0649,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,MAN
FC-0650,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Scania
FC-0651,Hvilke identifikasjonsdata er viktigst for Yanmar?,"Kontroller model code, serial number og marine gear/saildrive og verifiser opplysningene i Yanmar parts documentation.",kjølesystem,Yanmar
FC-0652,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Caterpillar (CAT)
FC-0653,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Volvo Penta
FC-0654,"Hvordan forklarer du kunden hvorfor engine model, serial number og mariniseringsleverandør trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Mitsubishi
FC-0655,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Cummins
FC-0656,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,MAN
FC-0657,Hva må verifiseres før serviceintervall oppgis for Scania?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Scania parts catalogue.",kjølesystem,Scania
FC-0658,Hva gjør du hvis kunden bare oppgir Yanmar og modellnavn?,"Be om model code, serial number og marine gear/saildrive, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Yanmar
FC-0659,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Caterpillar (CAT)
FC-0660,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Volvo Penta
FC-0661,Hvilke identifikasjonsdata er viktigst for Mitsubishi?,"Kontroller engine model, serial number og mariniseringsleverandør og verifiser opplysningene i Mitsubishi/mariniseringsdokumentasjon.",kjølesystem,Mitsubishi
FC-0662,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Cummins
FC-0663,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,MAN
FC-0664,"Hvordan forklarer du kunden hvorfor engine number, application og rating trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Scania
FC-0665,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Yanmar
FC-0666,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Caterpillar (CAT)
FC-0667,Hva må verifiseres før serviceintervall oppgis for Volvo Penta?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Volvo Penta parts documentation.",kjølesystem,Volvo Penta
FC-0668,Hva gjør du hvis kunden bare oppgir Mitsubishi og modellnavn?,"Be om engine model, serial number og mariniseringsleverandør, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Mitsubishi
FC-0669,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Cummins
FC-0670,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,MAN
FC-0671,Hvilke identifikasjonsdata er viktigst for Scania?,"Kontroller engine number, application og rating og verifiser opplysningene i Scania parts catalogue.",kjølesystem,Scania
FC-0672,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Yanmar
FC-0673,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Caterpillar (CAT)
FC-0674,"Hvordan forklarer du kunden hvorfor Engine Type, Serial Number og Product Number trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Volvo Penta
FC-0675,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Mitsubishi
FC-0676,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Cummins
FC-0677,Hva må verifiseres før serviceintervall oppgis for MAN?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i MAN service documentation.",kjølesystem,MAN
FC-0678,Hva gjør du hvis kunden bare oppgir Scania og modellnavn?,"Be om engine number, application og rating, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Scania
FC-0679,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Yanmar
FC-0680,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Caterpillar (CAT)
FC-0681,Hvilke identifikasjonsdata er viktigst for Volvo Penta?,"Kontroller Engine Type, Serial Number og Product Number og verifiser opplysningene i Volvo Penta parts documentation.",kjølesystem,Volvo Penta
FC-0682,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Mitsubishi
FC-0683,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Cummins
FC-0684,"Hvordan forklarer du kunden hvorfor engine type, engine number og rating trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,MAN
FC-0685,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Scania
FC-0686,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Yanmar
FC-0687,Hva må verifiseres før serviceintervall oppgis for Caterpillar (CAT)?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i SIS / Parts Manual.",kjølesystem,Caterpillar (CAT)
FC-0688,Hva gjør du hvis kunden bare oppgir Volvo Penta og modellnavn?,"Be om Engine Type, Serial Number og Product Number, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Volvo Penta
FC-0689,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Mitsubishi
FC-0690,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Cummins
FC-0691,Hvilke identifikasjonsdata er viktigst for MAN?,"Kontroller engine type, engine number og rating og verifiser opplysningene i MAN service documentation.",kjølesystem,MAN
